id,county,finalclub_trend_lg_gdp_predicted
451028,乐业县,2
361025,乐安县,2
440281,乐昌市,2
371481,乐陵市,2
150207,九原区,2
220113,九台区,2
513225,九寨沟县,2
141029,乡宁县,2
440232,乳源瑶族自治县,2
610424,乾县,2
220723,乾安县,2
410103,二七区,2
152501,二连浩特市,2
220503,二道江区,2
445302,云城区,2
520103,云岩区,2
420923,云梦县,2
500235,云阳县,2
530102,五华区,2
441424,五华县,2
140928,五寨县,2
420529,五峰土家族自治县,2
371121,五莲县,2
360881,井冈山市,2
141130,交口县,2
420882,京山市,2
510411,仁和区,2
140781,介休市,2
522633,从江县,2
140923,代县,2
130982,任丘市,2
650522,伊吾县,2
654021,伊宁县,2
410329,伊川县,2
650502,伊州区,2
220323,伊通满族自治县,2
341022,休宁县,2
513426,会东县,2
431225,会同县,2
360733,会昌县,2
530326,会泽县,2
513425,会理市,2
653129,伽师县,2
361127,余干县,2
610828,佳县,2
141081,侯马市,2
420626,保康县,2
140931,保德县,2
433125,保靖县,2
360722,信丰县,2
440983,信宜市,2
410821,修武县,2
210602,元宝区,2
150403,元宝山区,2
530428,元江哈尼族彝族傣族自治县,2
532328,元谋县,2
411522,光山县,2
440311,光明区,2
350723,光泽县,2
150425,克什克腾旗,2
370812,兖州区,2
450324,全州县,2
421022,公安县,2
533325,兰坪白族普米族自治县,2
141123,兴县,2
360732,兴国县,2
211481,兴城市,2
441481,兴宁市,2
450325,兴安县,2
230407,兴山区,2
420526,兴山县,2
640104,兴庆区,2
130822,兴隆县,2
131103,冀州区,2
130523,内丘县,2
411325,内乡县,2
522327,册亨县,2
513433,冕宁县,2
220122,农安县,2
620602,凉州区,2
210703,凌河区,2
210781,凌海市,2
211382,凌源市,2
520327,凤冈县,2
433123,凤凰县,2
610330,凤县,2
210682,凤城市,2
410704,凤泉区,2
422802,利川市,2
370522,利津县,2
341623,利辛县,2
640302,利通区,2
220721,前郭尔罗斯蒙古族自治县,2
522629,剑河县,2
510823,剑阁县,2
540528,加查县,2
532822,勐海县,2
532823,勐腊县,2
150922,化德县,2
410503,北关区,2
510726,北川羌族自治县,2
231202,北林区,2
450981,北流市,2
210782,北镇市,2
610328,千阳县,2
620881,华亭市,2
530723,华坪县,2
530424,华宁县,2
430623,华容县,2
610582,华阴市,2
410902,华龙区,2
150921,卓资县,2
371722,单县,2
361023,南丰县,2
451221,南丹县,2
532324,南华县,2
430921,南县,2
411321,南召县,2
361021,南城县,2
130581,南宫市,2
360703,南康区,2
511922,南江县,2
440605,南海区,2
420624,南漳县,2
130927,南皮县,2
211404,南票区,2
210505,南芬区,2
511321,南部县,2
370304,博山区,2
652829,博湖县,2
450923,博白县,2
130637,博野县,2
540302,卡若区,2
411224,卢氏县,2
411303,卧龙区,2
410403,卫东区,2
410703,卫滨区,2
410781,卫辉市,2
610203,印台区,2
520625,印江土家族苗族自治县,2
640402,原州区,2
140981,原平市,2
230113,双城区,2
532322,双柏县,2
659007,双河市,2
431123,双牌县,2
220382,双辽市,2
510524,叙永县,2
450303,叠彩区,2
433126,古丈县,2
141025,古县,2
210702,古塔区,2
510525,古蔺县,2
659008,可克达拉市,2
210321,台安县,2
440781,台山市,2
350103,台江区,2
522630,台江县,2
140623,右玉县,2
623001,合作市,2
451381,合山市,2
510522,合江县,2
450521,合浦县,2
610524,合阳县,2
141028,吉县,2
654326,吉木乃县,2
360822,吉水县,2
632301,同仁市,2
640324,同心县,2
230881,同江市,2
610829,吴堡县,2
130928,吴桥县,2
610626,吴起县,2
610124,周至县,2
230111,呼兰区,2
652323,呼图壁县,2
654226,和布克赛尔蒙古自治县,2
210102,和平区,2
441624,和平县,2
150123,和林格尔县,2
653201,和田市,2
652828,和硕县,2
652827,和静县,2
140723,和顺县,2
422826,咸丰县,2
654324,哈巴河县,2
130627,唐县,2
411328,唐河县,2
411524,商城县,2
611002,商州区,2
411623,商水县,2
370126,商河县,2
653101,喀什市,2
513432,喜德县,2
620200,嘉峪关市,2
542523,噶尔县,2
230505,四方台区,2
150103,回民区,2
411525,固始县,2
131022,固安县,2
150222,固阳县,2
150221,土默特右旗,2
150121,土默特左旗,2
440310,坪山区,2
140827,垣曲县,2
620102,城关区,2
140502,城区,2
140302,城区,2
500229,城口县,2
230306,城子河区,2
430529,城步苗族自治县,2
540127,墨竹工卡县,2
140828,夏县,2
371427,夏津县,2
411426,夏邑县,2
152531,多伦县,2
210104,大东区,2
360723,大余县,2
451229,大化瑶族自治县,2
230606,大同区,2
130425,大名县,2
131025,大城县,2
441422,大埔县,2
532326,大姚县,2
220882,大安市,2
420922,大悟县,2
451424,大新县,2
640202,大武口区,2
532901,大理市,2
210882,大石桥市,2
630121,大通回族土族自治县,2
511825,天全县,2
632823,天峻县,2
522627,天柱县,2
451425,天等县,2
140222,天镇县,2
152527,太仆寺旗,2
610331,太白县,2
140703,太谷区,2
652325,奇台县,2
360921,奉新县,2
654003,奎屯市,2
440222,始兴县,2
530629,威信县,2
130533,威县,2
520526,威宁彝族回族苗族自治县,2
361130,婺源县,2
610681,子长市,2
141181,孝义市,2
420902,孝南区,2
130930,孟村回族自治县,2
530827,孟连傣族拉祜族佤族自治县,2
150429,宁城县,2
231084,宁安市,2
610726,宁强县,2
451422,宁明县,2
140925,宁武县,2
371422,宁津县,2
530821,宁洱哈尼族彝族自治县,2
360730,宁都县,2
370921,宁阳县,2
610923,宁陕县,2
370784,安丘市,2
431028,安仁县,2
430923,安化县,2
222426,安图县,2
620105,安宁区,2
621102,安定区,2
131125,安平县,2
130632,安新县,2
141026,安泽县,2
360829,安福县,2
231281,安达市,2
360726,安远县,2
410522,安阳县,2
420982,安陆市,2
130626,定兴县,2
130682,定州市,2
140921,定襄县,2
341125,定远县,2
411302,宛城区,2
610222,宜君县,2
420684,宜城市,2
530125,宜良县,2
511827,宝兴县,2
440306,宝安区,2
230506,宝山区,2
230523,宝清县,2
130705,宣化区,2
530381,宣威市,2
422825,宣恩县,2
450921,容县,2
210624,宽甸满族自治县,2
532924,宾川县,2
340826,宿松县,2
110118,密云区,2
451123,富川瑶族自治县,2
610528,富平县,2
230206,富拉尔基区,2
530124,富民县,2
530325,富源县,2
654322,富蕴县,2
230882,富锦市,2
150926,察哈尔右翼前旗,2
150928,察哈尔右翼后旗,2
654022,察布查尔锡伯自治县,2
360734,寻乌县,2
530129,寻甸回族彝族自治县,2
340422,寿县,2
140725,寿阳县,2
410727,封丘县,2
441225,封开县,2
652823,尉犁县,2
230502,尖山区,2
140108,尖草坪区,2
130725,尚义县,2
141002,尧都区,2
511529,屏山县,2
469022,屯昌县,2
410603,山城区,2
410811,山阳区,2
611024,山阳县,2
140621,山阴县,2
522626,岑巩县,2
450481,岑溪市,2
141127,岚县,2
610925,岚皋县,2
140929,岢岚县,2
210323,岫岩满族自治县,2
230503,岭东区,2
653128,岳普湖县,2
340828,岳西县,2
530426,峨山彝族自治县,2
511132,峨边彝族自治县,2
620802,崆峒区,2
360725,崇义县,2
620823,崇信县,2
130709,崇礼区,2
421223,崇阳县,2
410325,嵩县,2
532927,巍山彝族回族自治县,2
411602,川汇区,2
140226,左云县,2
140722,左权县,2
530622,巧家县,2
371724,巨野县,2
130529,巨鹿县,2
500237,巫山县,2
500238,巫溪县,2
422823,巴东县,2
451227,巴马瑶族自治县,2
654321,布尔津县,2
530323,师宗县,2
450330,平乐县,2
610926,平利县,2
371426,平原县,2
522727,平塘县,2
140321,平定县,2
130131,平山县,2
370283,平度市,2
511923,平昌县,2
430626,平江县,2
640221,平罗县,2
441426,平远县,2
371326,平邑县,2
361103,广丰区,2
532627,广南县,2
441223,广宁县,2
130531,广宗县,2
130432,广平县,2
361030,广昌县,2
421381,广水市,2
622924,广河县,2
210283,庄河市,2
371423,庆云县,2
331126,庆元县,2
621021,庆城县,2
652902,库车市,2
140622,应县,2
513301,康定市,2
210123,康平县,2
222401,延吉市,2
610622,延川县,2
410726,延津县,2
422822,建始县,2
532524,建水县,2
330824,开化县,2
211282,开原市,2
440783,开平市,2
532502,开远市,2
150523,开鲁县,2
361126,弋阳县,2
211005,弓长岭区,2
130722,张北县,2
532925,弥渡县,2
500243,彭水苗族土家族自治县,2
440825,徐闻县,2
632802,德令哈市,2
451024,德保县,2
361181,德兴市,2
220183,德惠市,2
513424,德昌县,2
621227,徽县,2
341004,徽州区,2
610625,志丹县,2
500233,忠县,2
451321,忻城县,2
140902,忻府区,2
130728,怀安县,2
130730,怀来县,2
110116,怀柔区,2
441224,怀集县,2
350203,思明区,2
530802,思茅区,2
230303,恒山区,2
440785,恩平市,2
422801,恩施市,2
450332,恭城瑶族自治县,2
411528,息县,2
640205,惠农区,2
441302,惠城区,2
410108,惠济区,2
430821,慈利县,2
621221,成县,2
371723,成武县,2
150703,扎赉诺尔区,2
150526,扎鲁特旗,2
150122,托克托县,2
650422,托克逊县,2
220781,扶余市,2
411621,扶沟县,2
130821,承德县,2
220621,抚松县,2
210421,抚顺县,2
370685,招远市,2
652926,拜城县,2
210603,振兴区,2
210604,振安区,2
430223,攸县,2
350725,政和县,2
131126,故城县,2
222403,敦化市,2
620982,敦煌市,2
131026,文安县,2
410502,文峰区,2
371003,文登区,2
440233,新丰县,2
130184,新乐市,2
410721,新乡县,2
230902,新兴区,2
431322,新化县,2
410402,新华区,2
411523,新县,2
652925,新和县,2
150102,新城区,2
430528,新宁县,2
150727,新巴尔虎右旗,2
150726,新巴尔虎左旗,2
360824,新干县,2
530427,新平彝族傣族自治县,2
210402,新抚区,2
210181,新民市,2
130530,新河县,2
370982,新泰市,2
431128,新田县,2
140825,新绛县,2
411329,新野县,2
141128,方山县,2
530521,施甸县,2
522623,施秉县,2
341825,旌德县,2
130130,无极县,2
510821,旺苍县,2
230205,昂昂溪区,2
150203,昆都仑区,2
370725,昌乐县,2
652301,昌吉市,2
530524,昌宁县,2
220202,昌邑区,2
350421,明溪县,2
130633,易县,2
530425,易门县,2
140724,昔阳县,2
510811,昭化区,2
451121,昭平县,2
350582,晋江市,2
140110,晋源区,2
210214,普兰店区,2
522323,普安县,2
513428,普格县,2
131127,景县,2
331127,景宁畲族自治县,2
532801,景洪市,2
522324,晴隆县,2
130435,曲周县,2
540124,曲水县,2
440205,曲江区,2
141021,曲沃县,2
370881,曲阜市,2
130634,曲阳县,2
371721,曹县,2
140602,朔城区,2
210404,望花区,2
522326,望谟县,2
130631,望都县,2
510812,朝天区,2
211321,朝阳县,2
652328,木垒哈萨克自治县,2
140107,杏花岭区,2
410221,杞县,2
150625,杭锦旗,2
150404,松山区,2
520628,松桃苗族自治县,2
421087,松滋市,2
410581,林州市,2
150424,林西县,2
340722,枞阳县,2
131121,枣强县,2
420683,枣阳市,2
130524,柏乡县,2
411424,柘城县,2
611026,柞水县,2
450222,柳城县,2
141125,柳林县,2
632801,格尔木市,2
410324,栾川县,2
431027,桂东县,2
431021,桂阳县,2
430922,桃江县,2
430725,桃源县,2
411330,桐柏县,2
540523,桑日县,2
430822,桑植县,2
540202,桑珠孜区,2
210522,桓仁满族自治县,2
230826,桦川县,2
411402,梁园区,2
370832,梁山县,2
441403,梅县区,2
441402,梅江区,2
220581,梅河口市,2
230305,梨树区,2
220322,梨树县,2
620123,榆中县,2
220182,榆树市,2
140702,榆次区,2
140721,榆社县,2
445202,榕城区,2
522632,榕江县,2
341021,歙县,2
152530,正蓝旗,2
510107,武侯区,2
371428,武城县,2
360423,武宁县,2
130481,武安市,2
532329,武定县,2
620524,武山县,2
131123,武强县,2
621202,武都区,2
430811,武陵源区,2
500156,武隆区,2
410505,殷都区,2
620722,民乐县,2
630222,民和回族土族自治县,2
520221,水城区,2
360825,永丰县,2
431023,永兴县,2
220221,永吉县,2
530625,永善县,2
610426,永寿县,2
532928,永平县,2
360830,永新县,2
620121,永登县,2
450326,永福县,2
433127,永顺县,2
430722,汉寿县,2
610921,汉阴县,2
431026,汝城县,2
431129,江华瑶族自治县,2
520621,江口县,2
330881,江山市,2
530403,江川区,2
431125,江永县,2
440704,江海区,2
513221,汶川县,2
140521,沁水县,2
140431,沁源县,2
371323,沂水县,2
370323,沂源县,2
430981,沅江市,2
431222,沅陵县,2
210103,沈河区,2
640502,沙坡头区,2
210204,沙河口区,2
130582,沙河市,2
420822,沙洋县,2
654223,沙湾市,2
530927,沧源佤族自治县,2
321322,沭阳县,2
370503,河口区,2
532532,河口瑶族自治县,2
140930,河曲县,2
140882,河津市,2
130984,河间市,2
130981,泊头市,2
210124,法库县,2
370831,泗水县,2
321324,泗洪县,2
350429,泰宁县,2
513322,泸定县,2
533301,泸水市,2
433122,泸溪县,2
532527,泸西县,2
140525,泽州县,2
610723,洋县,2
610629,洛川县,2
653224,洛浦县,2
430525,洞口县,2
431281,洪江市,2
220802,洮北区,2
220881,洮南市,2
532930,洱源县,2
440204,浈江区,2
411502,浉河区,2
419001,济源市,2
220602,浑江区,2
140225,浑源县,2
421125,浠水县,2
450722,浦北县,2
350722,浦城县,2
130924,海兴县,2
150302,海勃湾区,2
150303,海南区,2
210381,海城市,2
150702,海拉尔区,2
632223,海晏县,2
440105,海珠区,2
370687,海阳市,2
130426,涉县,2
130623,涞水县,2
130630,涞源县,2
341621,涡阳县,2
410305,涧西区,2
130681,涿州市,2
130731,涿鹿县,2
370302,淄川区,2
411326,淅川县,2
411527,淮滨县,2
130128,深泽县,2
610430,淳化县,2
140121,清徐县,2
620521,清水县,2
150124,清水河县,2
211204,清河区,2
130534,清河县,2
210905,清河门区,2
350423,清流县,2
411221,渑池县,2
652922,温宿县,2
621123,渭源县,2
450802,港北区,2
411202,湖滨区,2
350206,湖里区,2
360313,湘东区,2
445102,湘桥区,2
410411,湛河区,2
630123,湟源县,2
431224,溆浦县,2
441602,源城区,2
411102,源汇区,2
410526,滑县,2
370481,滕州市,2
150781,满洲里市,2
130824,滦平县,2
320922,滨海县,2
230304,滴道区,2
532922,漾濞彝族自治县,2
140403,潞州区,2
411526,潢川县,2
440514,潮南区,2
445103,潮安区,2
440513,潮阳区,2
610522,潼关县,2
440515,澄海区,2
340621,濉溪县,2
410304,瀍河回族区,2
320723,灌云县,2
450327,灌阳县,2
411282,灵宝市,2
130126,灵寿县,2
450721,灵山县,2
341323,灵璧县,2
430225,炎陵县,2
652826,焉耆回族自治县,2
231004,爱民区,2
231102,爱辉区,2
532323,牟定县,2
410711,牧野区,2
130929,献县,2
361123,玉山县,2
150104,玉泉区,2
620981,玉门市,2
530721,玉龙纳西族自治县,2
652324,玛纳斯县,2
621022,环县,2
451226,环江毛南族自治县,2
222404,珲春市,2
513222,理县,2
469030,琼中黎族苗族自治县,2
460107,琼山区,2
533102,瑞丽市,2
360781,瑞金市,2
620922,瓜州县,2
210281,瓦房店市,2
513328,甘孜县,2
620702,甘州区,2
610627,甘泉县,2
620523,甘谷县,2
610727,略阳县,2
440113,番禺区,2
653122,疏勒县,2
653121,疏附县,2
410185,登封市,2
440111,白云区,2
211002,白塔区,2
610527,白水县,2
469025,白沙黎族自治县,2
610929,白河县,2
650204,白碱滩区,2
620402,白银区,2
210105,皇姑区,2
140322,盂县,2
130925,盐山县,2
140802,盐湖区,2
513423,盐源县,2
510422,盐边县,2
421023,监利市,2
210881,盖州市,2
530103,盘龙区,2
411422,睢县,2
411403,睢阳区,2
341722,石台县,2
360735,石城县,2
532525,石屏县,2
530126,石林彝族自治县,2
610922,石泉县,2
430726,石门县,2
520623,石阡县,2
421081,石首市,2
410404,石龙区,2
140303,矿区,2
532622,砚山县,2
130427,磁县,2
220284,磐石市,2
150822,磴口县,2
610425,礼泉县,2
411327,社旗县,2
430426,祁东县,2
140727,祁县,2
140927,神池县,2
532923,祥云县,2
532331,禄丰市,2
530128,禄劝彝族苗族自治县,2
440604,禅城区,2
654323,福海县,2
371482,禹城市,2
410205,禹王台区,2
141102,离石区,2
450302,秀峰区,2
152221,科尔沁右翼前旗,2
150522,科尔沁左翼后旗,2
620502,秦州区,2
420527,秭归县,2
210304,立山区,2
210802,站前区,2
441202,端州区,2
511527,筠连县,2
610827,米脂县,2
652722,精河县,2
441621,紫金县,2
620111,红古区,2
530402,红塔区,2
421122,红安县,2
640303,红寺堡区,2
150402,红山区,2
410702,红旗区,2
520525,纳雍县,2
140826,绛县,2
211421,绥中县,2
610826,绥德县,2
231081,绥芬河市,2
533423,维西傈僳族自治县,2
451225,罗城仫佬族自治县,2
445381,罗定市,2
411521,罗山县,2
440303,罗湖区,2
421123,罗田县,2
522728,罗甸县,2
150426,翁牛特旗,2
410302,老城区,2
430481,耒阳市,2
530926,耿马傣族佤族自治县,2
620923,肃北蒙古族自治县,2
620721,肃南裕固族自治县,2
620902,肃州区,2
231282,肇东市,2
370983,肥城市,2
659010,胡杨河市,2
530581,腾冲市,2
220283,舒兰市,2
410481,舞钢市,2
411121,舞阳县,2
540602,色尼区,2
533103,芒市,2
140830,芮城县,2
433124,花垣县,2
431228,芷江侗族自治县,2
152523,苏尼特左旗,2
652824,若羌县,2
653123,英吉沙县,2
421124,英山县,2
440902,茂南区,2
513223,茂县,2
230904,茄子河区,2
430224,茶陵县,2
522722,荔波县,2
440103,荔湾区,2
371082,荣成市,2
653125,莎车县,2
371122,莒县,2
370683,莱州市,2
370285,莱西市,2
370682,莱阳市,2
360321,莲花县,2
450423,蒙山县,2
371328,蒙阴县,2
610526,蒲城县,2
431127,蓝山县,2
440703,蓬江区,2
441427,蕉岭县,2
421126,蕲春县,2
230381,虎林市,2
450224,融安县,2
450225,融水苗族自治县,2
130635,蠡县,2
130125,行唐县,2
430424,衡东县,2
430421,衡阳县,2
140423,襄垣县,2
152526,西乌珠穆沁旗,2
610724,西乡县,2
450107,西乡塘区,2
510403,西区,2
411622,西华县,2
621225,西和县,2
620104,西固区,2
231005,西安区,2
530112,西山区,2
210203,西岗区,2
411323,西峡县,2
410303,西工区,2
513401,西昌市,2
410802,解放区,2
370782,诸城市,2
211281,调兵山市,2
420625,谷城县,2
450304,象山区,2
540522,贡嘎县,2
632523,贵德县,2
640122,贺兰县,2
431081,资兴市,2
450329,资源县,2
361028,资溪县,2
130129,赞皇县,2
440802,赤坎区,2
520527,赫章县,2
130133,赵县,2
220523,辉南县,2
410782,辉县市,2
130181,辛集市,2
210115,辽中区,2
211021,辽阳县,2
650107,达坂城区,2
150223,达尔罕茂明安联合旗,2
511703,达川区,2
150621,达拉特旗,2
130283,迁安市,2
140106,迎泽区,2
360124,进贤县,2
441826,连南瑶族自治县,2
211402,连山区,2
441825,连山壮族瑶族自治县,2
441882,连州市,2
441623,连平县,2
421222,通城县,2
421224,通山县,2
530423,通海县,2
410222,通许县,2
431230,通道侗族自治县,2
360827,遂川县,2
431124,道县,2
130281,遵化市,2
451026,那坡县,2
130430,邱县,2
430523,邵阳县,2
370883,邹城市,2
445322,郁南县,2
230811,郊区,2
140311,郊区,2
410425,郏县,2
420304,郧阳区,2
360428,都昌县,2
411103,郾城区,2
150623,鄂托克前旗,2
150624,鄂托克旗,2
371726,鄄城县,2
361128,鄱阳县,2
500242,酉阳土家族苗族自治县,2
370828,金乡县,2
640106,金凤区,2
511113,金口河区,2
620921,金塔县,2
620302,金川区,2
440511,金平区,2
410105,金水区,2
510106,金牛区,2
451324,金秀瑶族自治县,2
420881,钟祥市,2
370117,钢城区,2
450703,钦北区,2
210302,铁东区,2
210106,铁西区,2
210303,铁西区,2
360926,铜鼓县,2
540530,错那县,2
522628,锦屏县,2
621027,镇原县,2
411324,镇平县,2
530924,镇康县,2
530825,镇沅彝族哈尼族拉祜族自治县,2
530627,镇雄县,2
152528,镶黄旗,2
220722,长岭县,2
350821,长汀县,2
220623,长白朝鲜族自治县,2
420528,长阳土家族自治县,2
110109,门头沟区,2
140823,闻喜县,2
131128,阜城县,2
130624,阜平县,2
130727,阳原县,2
140522,阳城县,2
441823,阳山县,2
231003,阳明区,2
441781,阳春市,2
140122,阳曲县,2
620924,阿克塞哈萨克族自治县,2
652901,阿克苏市,2
654301,阿勒泰市,2
230112,阿城区,2
152522,阿巴嘎旗,2
152922,阿拉善右旗,2
152921,阿拉善左旗,2
659002,阿拉尔市,2
652928,阿瓦提县,2
530322,陆良县,2
610327,陇县,2
533124,陇川县,2
621122,陇西县,2
150725,陈巴尔虎旗,2
140524,陵川县,2
130825,隆化县,2
430524,隆回县,2
450123,隆安县,2
130525,隆尧县,2
640423,隆德县,2
451031,隆林各族自治县,2
530502,隆阳区,2
421321,随县,2
130638,雄县,2
150902,集宁区,2
522634,雷山县,2
440882,雷州市,2
513437,雷波县,2
654023,霍城县,2
341525,霍山县,2
440803,霞山区,2
131081,霸州市,2
130922,青县,2
150204,青山区,2
370781,青州市,2
510105,青羊区,2
640381,青铜峡市,2
130321,青龙满族自治县,2
220622,靖宇县,2
360925,靖安县,2
431229,靖州苗族侗族自治县,2
140926,静乐县,2
610581,韩城市,2
411681,项城市,2
440606,顺德区,2
410203,顺河回族区,2
152923,额济纳旗,2
130433,馆陶县,2
533401,香格里拉市,2
532625,马关县,2
513201,马尔康市,2
450124,马山县,2
410804,马村区,2
511133,马边彝族自治县,2
371526,高唐县,2
370785,高密市,2
140581,高平市,2
650402,高昌区,2
130684,高碑店市,2
130628,高阳县,2
370322,高青县,2
130434,魏县,2
411002,魏都区,2
370827,鱼台县,2
410423,鲁山县,2
350502,鲤城区,2
410602,鹤山区,2
440784,鹤山市,2
422828,鹤峰县,2
532932,鹤庆县,2
610329,麟游县,2
620503,麦积区,2
431226,麻阳苗族自治县,2
522622,黄平县,2
421127,黄梅县,2
140426,黎城县,2
361022,黎川县,2
522631,黎平县,2
410204,鼓楼区,2
222405,龙井市,2
440309,龙华区,2
370681,龙口市,2
410506,龙安区,2
433130,龙山县,2
440307,龙岗区,2
441622,龙川县,2
451423,龙州县,2
440507,龙湖区,2
220203,龙潭区,2
450328,龙胜各族自治县,2
530523,龙陵县,2
360828,万安县,3
140822,万荣县,3
652825,且末县,3
532626,丘北县,3
451224,东兰县,3
231086,东宁市,3
230406,东山区,3
150981,丰镇市,3
220681,临江市,3
150802,临河区,3
623021,临潭县,3
513323,丹巴县,3
652927,乌什县,3
653024,乌恰县,3
513324,九龙县,3
513336,乡城县,3
371083,乳山市,3
530922,云县,3
532929,云龙县,3
150821,五原县,3
140922,五台县,3
230184,五常市,3
540233,亚东县,3
141122,交城县,3
540232,仲巴县,3
230717,伊美区,3
620422,会宁县,3
610730,佛坪县,3
360424,修水县,3
140932,偏关县,3
532528,元阳县,3
632521,共和县,3
150924,兴和县,3
632524,兴海县,3
150925,凉城县,3
451027,凌云县,3
451223,凤山县,3
530921,凤庆县,3
632224,刚察县,3
232718,加格达奇区,3
630224,化隆回族自治县,3
231181,北安市,3
623022,卓尼县,3
532926,南涧彝族自治县,3
530925,双江拉祜族佤族布朗族傣族自治县,3
140181,古交市,3
620622,古浪县,3
632522,同德县,3
622925,和政县,3
222406,和龙市,3
611023,商南县,3
150428,喀喇沁旗,3
150929,四子王旗,3
130828,围场满族蒙古族自治县,3
222402,图们市,3
653131,塔什库尔干塔吉克自治县,3
530822,墨江哈尼族自治县,3
653222,墨玉县,3
540423,墨脱县,3
140427,壶关县,3
623027,夏河县,3
530624,大关县,3
141030,大宁县,3
610523,大荔县,3
451222,天峨县,3
620623,天祝藏族自治县,3
150525,奈曼旗,3
532325,姚安县,3
140123,娄烦县,3
610831,子洲县,3
621026,宁县,3
530724,宁蒗彝族自治县,3
621223,宕昌县,3
610630,宜川县,3
361026,宜黄县,3
230125,宾县,3
230382,密山市,3
532628,富宁县,3
230227,富裕县,3
513227,小金县,3
230183,尚志市,3
532523,屏边苗族自治县,3
620725,山丹县,3
540237,岗巴县,3
621126,岷县,3
360823,峡江县,3
540421,工布江达县,3
513335,巴塘县,3
230126,巴彦县,3
150423,巴林右旗,3
150422,巴林左旗,3
653130,巴楚县,3
513429,布拖县,3
620403,平川区,3
510727,平武县,3
140728,平遥县,3
140829,平陆县,3
140425,平顺县,3
140223,广灵县,3
620825,庄浪县,3
150524,库伦旗,3
622922,康乐县,3
621224,康县,3
211322,建平县,3
540122,当雄县,3
530628,彝良县,3
640425,彭阳县,3
210922,彰武县,3
513338,得荣县,3
630225,循化撒拉族自治县,3
533422,德钦县,3
420325,房县,3
150783,扎兰屯市,3
540521,扎囊县,3
152223,扎赉特旗,3
654224,托里县,3
230883,抚远市,3
230231,拜泉县,3
150430,敖汉旗,3
210422,新宾满族自治县,3
654025,新源县,3
140212,新荣区,3
542524,日土县,3
610429,旬邑县,3
610928,旬阳市,3
211224,昌图县,3
513431,昭觉县,3
620423,景泰县,3
530824,景谷傣族彝族自治县,3
540525,曲松县,3
540426,朗县,3
230127,木兰县,3
513422,木里藏族自治县,3
210521,本溪满族自治县,3
230624,杜尔伯特蒙古族自治县,3
150826,杭锦后旗,3
513224,松潘县,3
540121,林周县,3
652929,柯坪县,3
220524,柳河县,3
370686,栖霞市,3
220282,桦甸市,3
533122,梁河县,3
230208,梅里斯达斡尔族区,3
621025,正宁县,3
152529,正镶白旗,3
140429,武乡县,3
150125,武川县,3
653227,民丰县,3
620621,民勤县,3
532327,永仁县,3
141032,永和县,3
530923,永德县,3
620321,永昌县,3
140881,永济市,3
530722,永胜县,3
622923,永靖县,3
530826,江城哈尼族彝族自治县,3
540222,江孜县,3
540321,江达县,3
230828,汤原县,3
230723,汤旺县,3
222424,汪清县,3
141182,汾阳市,3
140430,沁县,3
632324,河南蒙古族自治县,3
130724,沽源县,3
540424,波密县,3
230224,泰来县,3
632323,泽库县,3
653124,泽普县,3
620821,泾川县,3
640424,泾源县,3
540329,洛隆县,3
141024,洪洞县,3
141027,浮山县,3
640522,海原县,3
231083,海林市,3
632825,海西蒙古族藏族自治州直辖,3
210423,清原满族自治县,3
610830,清涧县,3
652723,温泉县,3
621125,漳县,3
610525,澄城县,3
530828,澜沧拉祜族自治县,3
620822,灵台县,3
150782,牙克石市,3
632701,玉树市,3
623025,玛曲县,3
632621,玛沁县,3
513435,甘洛县,3
451029,田林县,3
610729,留坝县,3
540228,白朗县,3
513331,白玉县,3
533123,盈江县,3
623026,碌曲县,3
230207,碾子山区,3
632222,祁连县,3
341024,祁门县,3
152222,科尔沁右翼中旗,3
150521,科尔沁左翼中旗,3
140824,稷山县,3
513337,稻城县,3
231085,穆棱市,3
152224,突泉县,3
420323,竹山县,3
420324,竹溪县,3
540422,米林县,3
610924,紫阳县,3
140924,繁峙县,3
513233,红原县,3
532529,红河县,3
430527,绥宁县,3
540235,聂拉木县,3
230621,肇州县,3
230622,肇源县,3
513333,色达县,3
540328,芒康县,3
450421,苍梧县,3
152524,苏尼特右旗,3
513232,若尔盖县,3
632803,茫崖市,3
150722,莫力达瓦达斡尔族自治旗,3
540224,萨迦县,3
141033,蒲县,3
220281,蛟河市,3
654225,裕民县,3
141023,襄汾县,3
640422,西吉县,3
451030,西林县,3
532623,西畴县,3
230281,讷河市,3
533324,贡山独龙族怒族自治县,3
540322,贡觉县,3
513434,越西县,3
652822,轮台县,3
431223,辰溪县,3
623024,迭部县,3
220521,通化县,3
220822,通榆县,3
511921,通江县,3
513326,道孚县,3
420322,郧西县,3
632822,都兰县,3
451228,都安瑶族自治县,3
150724,鄂温克族自治旗,3
650421,鄯善县,3
532530,金平苗族瑶族傣族自治县,3
361027,金溪县,3
513430,金阳县,3
230781,铁力市,3
610927,镇坪县,3
611025,镇安县,3
610728,镇巴县,3
220821,镇赉县,3
210224,长海县,3
210921,阜新蒙古族自治县,3
140221,阳高县,3
653022,阿克陶县,3
653023,阿合奇县,3
653001,阿图什市,3
513231,阿坝县,3
150421,阿鲁科尔沁旗,3
141031,隰县,3
513325,雅江县,3
220582,集安市,3
230521,集贤县,3
141082,霍州市,3
231223,青冈县,3
510822,青川县,3
654325,青河县,3
620421,靖远县,3
