v1,region_id,year,city_id,city,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v11,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,nonagri_gdp,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,wtrend_lg_agri_predicted,wtrend_lg_nonagri_predicted,wtrend_lg_gdppc_predicted,wv1,wlg_nonagri_predicted,wlg_agri_predicted,wlg_gdppc_predicted,wlg_totalgdp_predicted,wlg101214,wurban_population,wtotal_population,wnonagri_gdp,wemp_agri,wemp_ind,wemp_ser,wemp_agri_gr,wemp_nonagri,wemp_nonagri_gr
2115,105,2016,341000,黄山市,4.0070996,6.0786166,10.433904,5576,340000,Anhui (province),6.012835,4.018239,10.367962,6.1404085,10,10,52,3,5,33,.98564553,.85022312,.83938432,5.7294488,415006,1401707.5,.8802287,.88,30.24,68.879997,.13,99.120003,-.13,4.9007916,7.2892809,10.730687,5682.8335,7.3100271,4.9133654,10.751023,7.4100304,7.5929227,1873284.3,4080555,.90596563,.35166666,46.371666,53.276669,-.013333334,99.648331,.013333334
2116,105,2017,341000,黄山市,4.0538139,6.1424417,10.489284,5947,340000,Anhui (province),6.1322756,3.9858668,10.468536,6.2428355,10,10,52,3,5,33,.98456711,.85004979,.84094328,5.7238355,413084,1405452.9,.89533263,.88,30.450001,68.660004,0,99.110001,-.0099999998,4.9477921,7.3761544,10.811852,6053.8335,7.3597231,4.8824182,10.78367,7.4523835,7.620461,1841473.5,4139246.3,.9124943,.44,50.02,49.541668,.088333331,99.561668,-.086666666
2117,105,2018,341000,黄山市,4.0996242,6.2044024,10.543096,6318,340000,Anhui (province),6.1576939,4.016315,10.483566,6.2687812,10,10,52,3,5,33,.9835068,.8498562,.84244561,5.6798444,423214,1410941,.89486063,.34999999,34.84,64.809998,-.52999997,99.650002,.54000002,4.9938769,7.4609041,10.891241,6424.8335,7.4214301,4.9094272,10.837797,7.5110507,7.6496768,1865140.4,4155495.8,.91520941,.34666666,49.555,50.096668,-.093333334,99.651665,.090000004
2118,105,2019,341000,黄山市,4.1450205,6.2652769,10.596036,6689,340000,Anhui (province),6.1707668,4.0845962,10.506392,6.2878046,10,10,52,3,5,33,.98246276,.84965396,.84390771,5.7223053,439343,1415943.4,.88955158,.51999998,27.969999,71.519997,.17,99.489998,-.16,5.0395465,7.544394,10.969616,6795.8335,7.4355254,4.9748468,10.870978,7.5295591,7.6604948,1883939,4170287.3,.91126555,.15833333,46.663334,53.18,-.18833333,99.84333,.19166666
2119,105,2020,341000,黄山市,4.1902862,6.3257265,10.648652,7060,340000,Anhui (province),6.1557236,4.1377897,10.519162,6.2805305,10,10,52,3,5,33,.98143274,.84945089,.84533775,5.6914911,394302,1421163,.88266736,,,,,,,5.0850892,7.6273899,11.047608,7166.8335,7.4299026,5.0343404,10.894269,7.5296674,7.6497679,1926844.6,4181460.5,.90616524,,,,,,
2120,106,2001,341100,滁州市,4.2488751,5.1588697,8.6659412,6,340000,Anhui (province),5.0339346,4.2207737,8.5838099,5.4009733,3,4,19,2,2,15,.95026505,.93797618,1.1163108,9.3774481,425039.81,4335414,.69278282,5.98,36.150002,57.860001,.18000001,94.010002,-.19,3.4282672,5.1549201,8.9612722,94.666664,5.0875549,3.4042645,8.9192076,5.3077059,7.4339199,333573.94,2397531,.81067395,,,,,,
2121,106,2002,341100,滁州市,4.3221846,5.307302,8.8015842,377,340000,Anhui (province),5.2967892,4.3048897,8.7921352,5.612236,3,4,19,2,2,15,.95317262,.94292182,1.1141281,9.3761263,445847.88,4354054.5,.72946286,5.75,34.59,59.66,-.23,94.25,.23999999,3.5014167,5.2941141,9.0879631,465.66666,5.2522831,3.4765425,9.0482645,5.4518595,7.4298434,336707.38,2408183.8,.82531977,,,,,,
2122,106,2003,341100,滁州市,4.3954239,5.4554214,8.9370222,748,340000,Anhui (province),5.3886476,4.3412766,8.8566923,5.6893883,3,4,19,2,2,15,.95600039,.9476229,1.1120265,9.3736429,456771.59,4194017,.74026966,5.8099999,34.759998,59.43,.059999999,94.190002,-.059999999,3.5745063,5.4331403,9.2145481,836.66669,5.3236465,3.5239465,9.0990543,5.5192661,7.4327812,353972.38,2237575.3,.82811511,,,,,,
2123,106,2004,341100,滁州市,4.4684796,5.6028905,9.0720253,1119,340000,Anhui (province),5.5445542,4.458147,9.0218649,5.8353014,3,4,19,2,2,15,.95875937,.95209974,1.1100104,9.3763199,508020.63,4226712,.74770468,5.8699999,35.41,58.709999,.059999999,94.120003,-.07,3.6474137,5.5717249,9.3408241,1207.6666,5.5197258,3.6484783,9.298171,5.7043719,7.4512954,372301.13,2255335.3,.83683449,,,,,,
2124,106,2005,341100,滁州市,4.5411024,5.7492027,9.2061653,1490,340000,Anhui (province),5.6750598,4.522542,9.13379,5.9495354,3,4,19,2,2,15,.96146113,.95637411,1.1080813,9.3772192,515984.94,4250997.5,.75997055,5.9200001,33.279999,60.799999,.050000001,94.080002,-.039999999,3.7198901,5.709321,9.4662971,1578.6666,5.6571102,3.698292,9.4167662,5.8258982,7.464994,376294.28,2268298.3,.84919709,,,,,,
2125,106,2006,341100,滁州市,4.613018,5.8937068,9.3388853,1861,340000,Anhui (province),5.8970351,4.5745411,9.3341846,6.1332684,3,4,19,2,2,15,.9641155,.96046311,1.1062357,9.37854,587498.44,4276569,.7895965,5.5900002,33.73,60.689999,-.33000001,94.419998,.34,3.7916901,5.8452525,9.5903683,1949.6666,5.8352199,3.7528324,9.5804815,5.9869747,7.4627948,416048.38,2281789.8,.86300385,,,,,,
2126,106,2007,341100,滁州市,4.6839051,6.0355663,9.469451,2232,340000,Anhui (province),6.0539641,4.6720648,9.4789581,6.2779884,3,4,19,2,2,15,.96672231,.96436781,1.1044707,9.3775883,623340.69,4300794.5,.79929572,5.5300002,34.709999,59.759998,-.059999999,94.470001,.050000001,3.8625133,5.9787121,9.7123127,2320.6667,5.9949422,3.8463356,9.7226124,6.1362576,7.4520202,433640,2296047.8,.87145299,,,,,,
2127,106,2008,341100,滁州市,4.7533464,6.1739531,9.5971127,2603,340000,Anhui (province),6.1794891,4.7510986,9.5947123,6.3943539,3,4,19,2,2,15,.96927994,.96809125,1.102784,9.3767366,636068.56,4327700.5,.80665052,5.5599999,31.23,63.220001,.029999999,94.449997,-.02,3.9319627,6.1088672,9.8313828,2691.6667,6.1326003,3.9278164,9.850462,6.2697096,7.4341421,440590.03,2310374.5,.87517452,,,,,,
2128,106,2009,341100,滁州市,4.8208957,6.308084,9.7211466,2974,340000,Anhui (province),6.3156567,4.8193092,9.7286186,6.5177374,3,4,19,2,2,15,.9717868,.97163886,1.1011778,9.378397,644947.5,4355591.5,.81702894,4.9200001,29.540001,65.540001,-.63999999,95.080002,.63,3.9996009,6.2349257,9.9468555,3062.6667,6.2632565,3.999193,9.9777422,6.3954368,7.3886371,444547.41,2325262.3,.87951428,,,,,,
2129,106,2010,341100,滁州市,4.8860993,6.437191,9.8408241,3345,340000,Anhui (province),6.5259252,4.9301033,9.916358,6.7105289,3,4,19,2,2,15,.9742341,.97500926,1.099655,9.3806562,675134.88,4326557,.83143371,4.7600002,28.57,66.669998,-.16,95.239998,.16,4.06498,6.3561559,10.058058,3433.6667,6.4660983,4.1031113,10.15556,6.5857782,7.3524761,457369.06,2310741.5,.88975567,,,,,,
2130,106,2011,341100,滁州市,4.9485021,6.560524,9.9554319,3716,340000,Anhui (province),6.7678471,5.0201082,10.153158,6.9284062,3,4,19,2,2,15,.9766047,.97819108,1.0982176,9.3800573,687952.38,4346194.5,.8516674,4.4099998,28.940001,66.650002,-.34999999,95.589996,.34999999,4.1276512,6.4718962,10.16439,3804.6667,6.6042318,4.2048249,10.283934,6.7208495,7.3316979,460957.53,2321065.3,.8923583,,,,,,
2131,106,2012,341100,滁州市,5.0077562,6.6775556,10.064449,4087,340000,Anhui (province),6.8089972,5.1147585,10.182829,6.9776754,3,4,19,2,2,15,.97888005,.98117119,1.0968676,9.3771296,768341.94,3967292.8,.84478062,4.1199999,29.35,66.529999,-.28999999,95.879997,.28999999,4.1872606,6.581759,10.265497,4175.6665,6.6968484,4.2950201,10.369076,6.8140268,7.3327317,469538.22,2127019.8,.89191681,,,,,,
2132,106,2013,341100,滁州市,5.0636954,6.7882762,10.167847,4458,340000,Anhui (province),6.9483247,5.1636024,10.3211,7.1034837,3,4,19,2,2,15,.98106009,.98396307,1.0956,9.3742886,791360.44,3986070,.85627902,3.2,38.259998,58.540001,-.92000002,96.800003,.92000002,4.2436481,6.6856894,10.361327,4546.6665,6.8462644,4.3399782,10.512196,6.9504008,7.3260207,495925.22,2137795.5,.90314651,,,,,,
2133,106,2014,341100,滁州市,5.1164188,6.8930044,10.265892,4829,340000,Anhui (province),6.9861569,5.190207,10.35968,7.1397099,3,4,19,2,2,15,.98314196,.98657507,1.0944033,9.3684311,818334.31,4004122.5,.85765529,2.97,37.900002,59.130001,-.23,97.029999,.23,4.2969217,6.7839189,10.452083,4917.6665,6.8899016,4.3653183,10.557223,6.9926267,7.3219123,500216,2147525.8,.90432775,,,,,,
2134,106,2015,341100,滁州市,5.1662769,6.9924598,10.359236,5200,340000,Anhui (province),7.0280995,5.2163668,10.391277,7.1794214,3,4,19,2,2,15,.98513442,.98902947,1.0932597,9.3627443,827975.94,4038929.5,.85957098,2.74,40.48,56.779999,-.23,97.260002,.23,4.3474317,6.87708,10.538344,5288.6665,6.9132695,4.3959317,10.568514,7.0165234,7.32341,508030.91,2166158.5,.9038524,,,,,,
2135,106,2016,341100,滁州市,5.2138038,7.0875945,10.448764,5571,340000,Anhui (province),7.0739369,5.2326431,10.433753,7.2211599,3,4,19,2,2,15,.98704928,.99135005,1.0921578,9.3609514,835777.5,4056819,.86310148,2.6800001,40.09,57.23,-.059999999,97.32,.059999999,4.395699,6.9660721,10.620957,5659.6665,6.9606314,4.4083686,10.612346,7.0602498,7.3256097,511830.31,2175737.3,.90700203,,,,,,
2136,106,2017,341100,滁州市,5.2596588,7.1794496,10.535442,5942,340000,Anhui (province),7.1548538,5.1847067,10.500927,7.2853875,3,4,19,2,2,15,.98889977,.99356085,1.0910897,9.3571072,735839.13,4071373.8,.8776269,2.1099999,44.860001,53.029999,-.56999999,97.889999,.56999999,4.4423642,7.0518832,10.700839,6030.6665,7.0276079,4.3740902,10.663751,7.1177359,7.3529902,469569.78,2177140.5,.91525012,,,,,,
2137,106,2018,341100,滁州市,5.3045487,7.2690325,10.620197,6313,340000,Anhui (province),7.2145357,5.2276297,10.552952,7.3430338,3,4,19,2,2,15,.99069917,.99568528,1.0900496,9.3539743,744112.56,4087232.8,.87941527,1.25,52.07,46.68,-.86000001,98.75,.86000001,4.4881015,7.1354885,10.77889,6401.6665,7.0854459,4.4077907,10.713555,7.1733365,7.3642573,472758.78,2185643.8,.91724467,,,,,,
2138,106,2019,341100,滁州市,5.3489928,7.3572879,10.703871,6684,340000,Anhui (province),7.2406435,5.2657857,10.597523,7.3706021,3,4,19,2,2,15,.9924612,.99774498,1.0890311,9.3586149,757373.75,4101744.3,.87813175,.58999997,49.169998,50.240002,-.66000003,99.410004,.66000003,4.5334134,7.217802,10.855912,6772.6665,7.1029148,4.4618402,10.753411,7.192987,7.3820662,480242.03,2193420.5,.91524714,,,,,,
2139,106,2020,341100,滁州市,5.3933182,7.4450259,10.787138,7055,340000,Anhui (province),7.2379475,5.3457489,10.624102,7.3783526,3,4,19,2,2,15,.9941963,.9997561,1.0880344,9.354125,906149.06,4114113,.86900604,,,,,,,4.5786023,7.2996144,10.932549,7143.6665,7.0987844,4.5293598,10.778344,7.1949701,7.3543129,482866.53,2202237.8,.90988052,,,,,,
2140,107,2001,341200,阜阳市,4.5853186,5.035635,7.950604,7,340000,Anhui (province),4.9490519,4.5485129,7.8830009,5.4618506,9,5,11,3,3,8,.87182462,.91556984,1.204705,9.1698847,710236.19,8529118,.59881729,4.1100001,24.23,71.660004,.61000001,95.889999,-.61000001,2.5039101,4.7497272,9.1065826,111.75,4.6461396,2.4742105,9.0117331,4.761373,7.9681268,476799.84,1944514.1,.89195359,1.545,63.345001,35.112499,-.079999998,98.457497,.082500003
2141,107,2002,341200,阜阳市,4.6584673,5.1771626,8.0812416,378,340000,Anhui (province),5.1104703,4.6382074,8.0226288,5.5951099,9,5,11,3,3,8,.87516266,.91980064,1.2008116,9.1731653,679624.31,8579118,.61591911,3.55,24.75,71.699997,-.56,96.449997,.56,2.5777183,4.8800235,9.2263451,482.75,4.8100729,2.5491073,9.1639233,4.9163532,7.9765544,490218.59,1954326.1,.89989454,1.61,62.142502,36.247501,.064999998,98.389999,-.067500003
2142,107,2003,341200,阜阳市,4.7315245,5.3184733,8.21171,749,340000,Anhui (province),5.2659526,4.6865401,8.1487904,5.710784,9,5,11,3,3,8,.87841314,.92383456,1.1970587,9.1739759,670088.25,8236694,.64093232,3.04,24.01,72.959999,-.50999999,96.970001,.51999998,2.6514521,5.0100608,9.34587,853.75,4.9193106,2.6054192,9.2442493,5.0212183,7.983108,530131.94,1906726.6,.90384156,1.5675,61.435001,36.997501,-.0425,98.432503,.0425
2143,107,2004,341200,阜阳市,4.8043466,5.4591851,8.3416929,1120,340000,Anhui (province),5.3702478,4.799984,8.2658148,5.8183742,9,5,11,3,3,8,.88157564,.92767984,1.1934428,9.1748524,727209.44,8324242.5,.63882399,2.3900001,24.889999,72.709999,-.64999998,97.599998,.63,2.724966,5.1394057,9.4647655,1224.75,5.0899115,2.726763,9.4316082,5.1868148,7.993557,549909.06,1919471,.90827787,1.48,59.985001,38.537498,-.087499999,98.522499,.090000004
2144,107,2005,341200,阜阳市,4.8766789,5.5987821,8.4707193,1491,340000,Anhui (province),5.5187354,4.8533278,8.3932047,5.9335327,9,5,11,3,3,8,.88465363,.93135178,1.189966,9.1748266,742115.44,8372099,.66047412,2.0899999,26.24,71.669998,-.30000001,97.910004,.31,2.7979991,5.2673965,9.5823822,1595.75,5.2481151,2.7763658,9.567318,5.3350272,8.0053577,554002.94,1930496.8,.91725528,1.5125,57.447498,41.040001,.032499999,98.487503,-.035
2145,107,2006,341200,阜阳市,4.9482555,5.7365284,8.5981264,1862,340000,Anhui (province),5.7877626,4.9165587,8.6463156,6.1373258,9,5,11,3,3,8,.88764203,.93484867,1.1866282,9.1758118,848863.56,8423938,.70499605,2.01,28.32,69.669998,-.079999998,97.989998,.079999998,2.8702948,5.3932495,9.6979923,1966.75,5.4110808,2.8345709,9.7160492,5.4900084,8.0027065,580994.38,1941386.8,.92450732,1.22,58.712502,40.0625,-.29249999,98.775002,.28749999
2146,107,2007,341200,阜阳市,5.0187521,5.8714871,8.7230568,2233,340000,Anhui (province),5.9659257,5.0126529,8.8157463,6.2919703,9,5,11,3,3,8,.89052403,.93815106,1.183428,9.174963,934574.25,8474614,.72177303,1.66,27.620001,70.720001,-.34999999,98.339996,.34999999,2.9415429,5.5161319,9.8108263,2337.75,5.5374227,2.9258714,9.8298512,5.6133561,7.9959798,589145.5,1952725.9,.92722476,1.045,59.009998,39.950001,-.175,98.959999,.185
2147,107,2008,341200,阜阳市,5.0877647,6.0028486,8.8447742,2604,340000,Anhui (province),6.0754185,5.0911307,8.9141426,6.39293,9,5,11,3,3,8,.893296,.94126165,1.1803697,9.175045,953635.75,8526630,.72795826,1.49,29.360001,69.139999,-.17,98.5,.16,3.0113435,5.6352558,9.9201632,2708.75,5.6873116,3.0107839,9.9699497,5.7589045,7.9788532,598066.81,1964916.3,.9312501,.96749997,58.544998,40.487499,-.077500001,99.032501,.072499998
2148,107,2009,341200,阜阳市,5.1548743,6.1300406,8.9627762,2975,340000,Anhui (province),6.0878096,5.1474895,8.9204988,6.4174752,9,5,11,3,3,8,.89597529,.9442147,1.1774644,9.174571,964291.38,8581560,.71916413,1.14,29.65,69.209999,-.34999999,98.860001,.36000001,3.0792577,5.749886,10.025326,3079.75,5.7638097,3.0764437,10.041903,5.8338017,7.9616551,603771.88,1977570.1,.93268448,,59.68,39.485001,,99.165001,.13249999
2149,107,2010,341200,阜阳市,5.2196708,6.2526717,9.0767317,3346,340000,Anhui (province),6.3335304,5.2658191,9.1457796,6.6290278,9,5,11,3,3,8,.89858955,.94706106,1.1747278,9.1738634,1003830.6,8525176,.74416131,1.0599999,31.02,67.910004,-.079999998,98.93,.07,3.1448452,5.8594174,10.125766,3450.75,5.9578872,3.1852624,10.214224,6.0233865,7.9510174,607323.25,1964952.6,.93690264,,59.345001,39.48,,98.824997,-.34
2150,107,2011,341200,阜阳市,5.2817245,6.370245,9.186203,3717,340000,Anhui (province),6.5294132,5.3543673,9.3346643,6.7985277,9,5,11,3,3,8,.9011451,.94981998,1.1721694,9.1708345,996853.81,8575066,.76405579,.98000002,31.530001,67.489998,-.079999998,99.019997,.090000004,3.2076588,5.9632812,10.220971,3821.75,6.0980396,3.2829332,10.344692,6.1605735,7.9460988,607623.94,1971281.4,.93962425,,57.98,40.997501,,98.977501,.1525
2151,107,2012,341200,阜阳市,5.340723,6.4824657,9.2909279,4088,340000,Anhui (province),6.596858,5.4406013,9.3923349,6.8704376,9,5,11,3,3,8,.90364647,.95250553,1.1697985,9.1715317,929176.25,7666478,.76065177,.70999998,29.85,69.440002,-.27000001,99.290001,.27000001,3.2673516,6.0611529,10.310657,4192.75,6.2056637,3.3795688,10.445046,6.2671766,7.9532013,623862.56,1975416.5,.94057077,.77249998,58.1675,41.060001,-.2525,99.227501,.25
2152,107,2013,341200,阜阳市,5.3965335,6.589437,9.3910131,4459,340000,Anhui (province),6.688519,5.484942,9.4792738,6.9509745,9,5,11,3,3,8,.90610617,.95514131,1.1676141,9.1714697,1010642.9,7702852.5,.76916063,.72000003,30.49,68.790001,.0099999998,99.279999,-.0099999998,3.323766,6.1530461,10.394843,4563.75,6.290246,3.4236147,10.525381,6.349452,7.9504676,644692.19,1985069.3,.94271314,,60.977501,38.4725,,99.449997,.2225
2153,107,2014,341200,阜阳市,5.4492741,6.6915483,9.4868193,4830,340000,Anhui (province),6.7522883,5.5179749,9.5462294,7.0077324,9,5,11,3,3,8,.9085319,.95774126,1.165601,9.1700306,1027858.8,7738507.5,.77457249,.63,29.700001,69.669998,-.090000004,99.370003,.090000004,3.3770242,6.2393346,10.473886,4934.75,6.3263416,3.4413867,10.562018,6.3848548,7.9471145,651130.56,1994133,.94338721,,59.259998,40.247501,,99.5075,.057500001
2154,107,2015,341200,阜阳市,5.4992833,6.7894359,9.578928,5201,340000,Anhui (province),6.8110642,5.5485411,9.5962944,7.0602179,9,5,11,3,3,8,.91092932,.96031332,1.1637287,9.1690865,1045600.4,7805812,.77946025,.61000001,29.120001,70.269997,-.02,99.389999,.02,3.4274983,6.3207359,10.54847,5305.75,6.3471141,3.4723582,10.570423,6.4060898,7.9411054,658214.69,2011474.3,.94294477,,56.049999,43.337502,,99.387497,-.12
2155,107,2016,341200,阜阳市,5.5470719,6.8838882,9.6680698,5572,340000,Anhui (province),6.8604655,5.5599518,9.6427555,7.1013641,9,5,11,3,3,8,.91330051,.96285743,1.1619689,9.1683798,1057892.4,7840385,.78592134,.56,29.780001,69.660004,-.050000001,99.440002,.050000001,3.4757211,6.3981857,10.6195,5676.75,6.3739514,3.4881966,10.592176,6.432354,7.9323163,660704,2020380.4,.94347686,,54.0425,45.334999,,99.377502,-.0099999998
2156,107,2017,341200,阜阳市,5.5932732,6.975749,9.7550173,5943,340000,Anhui (province),6.9560957,5.5292678,9.7262897,7.1712627,9,5,11,3,3,8,.9156459,.96537083,1.1602963,9.1661701,1045256.7,7879427.5,.80640674,.50999999,30.200001,69.290001,-.050000001,99.489998,.050000001,3.5223379,6.4726849,10.687935,6047.75,6.435617,3.4525867,10.638065,6.4888544,7.9422717,649456.81,2017924.9,.94833589,,53.782501,45.6175,,99.400002,.022500001
2157,107,2018,341200,阜阳市,5.6385531,7.0658021,9.8404818,6314,340000,Anhui (province),7.0303364,5.560297,9.794487,7.2372828,9,5,11,3,3,8,.91796386,.96784753,1.1586853,9.1607685,1059623.5,7910208.5,.81306326,.38999999,34.209999,65.400002,-.12,99.610001,.12,3.5680246,6.5451727,10.754663,6418.75,6.4946604,3.4909542,10.689171,6.5466857,7.9479365,652606,2025806.4,.94947374,.405,52.767502,46.827499,-.19750001,99.595001,.19499999
2158,107,2019,341200,阜阳市,5.6834173,7.1547818,9.9251013,6685,340000,Anhui (province),7.0667791,5.6014557,9.8444405,7.2746086,9,5,11,3,3,8,.92025381,.9702825,1.1571184,9.1546316,1072213.5,7938357.5,.81234556,.58999997,30.52,68.889999,.2,99.410004,-.2,3.6132834,6.6164975,10.820451,6789.75,6.5046215,3.537111,10.714652,6.5584064,7.9586568,664301,2033019.4,.94781178,.47,49.424999,50.105,.064999998,99.529999,-.064999998
2159,107,2020,341200,阜阳市,5.7281766,7.2433357,10.009398,7056,340000,Anhui (province),7.0727787,5.6860619,9.880702,7.2958379,9,5,11,3,3,8,.92251593,.9726721,1.1555879,9.1429434,987685.31,7964194,.80006748,,,,,,,3.6584234,6.6873808,10.885901,7160.75,6.5107098,3.6109104,10.750857,6.5681124,7.9420395,638502,2041826.4,.94440866,,,,,,
2160,108,2001,341300,宿州市,4.4808774,4.9595289,8.2719221,14,340000,Anhui (province),4.8605494,4.4494514,8.1999655,5.3691258,7,5,,3,3,,.90705884,.90173239,1.177265,9.1534472,515553.69,5503799.5,.60135108,4.7399998,26.549999,68.709999,.14,95.260002,-.14,3.9555316,5.5760889,8.932992,104.83334,5.5303783,3.9313643,8.9014349,5.7800732,6.9425035,511471.53,3151151.5,.78855604,,,,,,
2161,108,2002,341300,宿州市,4.5542135,5.100904,8.4012146,385,340000,Anhui (province),5.0532632,4.5235009,8.3588591,5.5162077,7,5,,3,3,,.90981436,.90625215,1.1739382,9.1547604,517864.09,5529747,.62942755,4.5700002,26.09,69.349998,-.17,95.440002,.18000001,4.0285916,5.7051516,9.0502892,475.83334,5.6434889,4.0029483,8.9947195,5.8775158,6.9163752,533497.75,3168257.8,.79925144,,,,,,
2162,108,2003,341300,宿州市,4.6274714,5.2420321,8.5303278,756,340000,Anhui (province),5.1497254,4.5811787,8.4275703,5.5984721,7,5,,3,3,,.91249597,.9105565,1.1707337,9.154563,527552.88,5622022,.63842779,5.79,25.540001,68.669998,1.22,94.209999,-1.23,4.1015916,5.8340998,9.1675062,846.83331,5.7758112,4.0558162,9.1012115,5.9977984,6.9238191,665259.13,3209160,.80841523,,,,,,
2163,108,2004,341300,宿州市,4.7004952,5.3825459,8.6589746,1127,340000,Anhui (province),5.3213291,4.7010469,8.6084709,5.751677,7,5,,3,3,,.91510695,.91465652,1.1676452,9.1543951,583379.25,5687983,.6502828,4.5,34.139999,61.360001,-1.29,95.5,1.29,4.1744065,5.9626656,9.2844276,1217.8334,5.9135065,4.172924,9.2488489,6.1307793,6.8851986,702030.88,3239273.8,.81204331,,,,,,
2164,108,2005,341300,宿州市,4.7730141,5.5218482,8.7866135,1498,340000,Anhui (province),5.4991226,4.750133,8.7649193,5.8863177,7,5,,3,3,,.91764456,.91855389,1.1646705,9.1541739,592077.19,5720712.5,.67895859,4.4099998,33.549999,62.040001,-.090000004,95.589996,.090000004,4.246798,6.0904346,9.4006681,1588.8334,6.050189,4.2278528,9.3661871,6.251194,6.8458858,707951.06,3257902.5,.82412833,,,,,,
2165,108,2006,341300,宿州市,4.844758,5.6591892,8.9125748,1869,340000,Anhui (province),5.6838388,4.8138142,8.9313211,6.0337496,7,5,,3,3,,.92010462,.92224514,1.1618087,9.154335,646493.56,5757276.5,.70475101,4.0300002,37.09,58.880001,-.38,95.970001,.38,4.318522,6.2168689,9.5157557,1959.8334,6.2120118,4.2793584,9.5088215,6.3969336,6.7926469,774314.13,3275701.5,.83660233,,,,,,
2166,108,2007,341300,宿州市,4.9154005,5.7937613,9.0361366,2240,340000,Anhui (province),5.8463616,4.910356,9.0825453,6.1772404,7,5,,3,3,,.92248589,.92573196,1.1590576,9.1525755,682357.19,5792109,.7182923,3.98,36.16,59.860001,-.050000001,96.019997,.050000001,4.3892899,6.3413324,9.6291332,2330.8333,6.3433108,4.3725381,9.6273441,6.5229187,6.7737751,802051.94,3295632.5,.84085763,,,,,,
2167,108,2008,341300,宿州市,4.9845371,5.9248185,9.156621,2611,340000,Anhui (province),5.9320183,4.9895597,9.157959,6.2610836,7,5,,3,3,,.92479157,.92902631,1.1564207,9.1509438,695574.06,5827987.5,.71959603,2.79,36.599998,60.610001,-1.1900001,97.209999,1.1900001,4.4587131,6.4631743,9.740221,2701.8333,6.4468446,4.451231,9.7269754,6.6228652,6.7302995,811588,3315884.5,.84372222,,,,,,
2168,108,2009,341300,宿州市,5.0517511,6.0517478,9.273468,2982,340000,Anhui (province),6.0292835,5.0446033,9.2532082,6.3466883,7,5,,3,3,,.92703402,.93215519,1.1539092,9.1501894,704022.5,5865525,.72803605,2.5899999,38.150002,59.25,-.2,97.400002,.19,4.5263624,6.5817499,9.8484421,3072.8333,6.6012087,4.5256643,9.8736124,6.7660413,6.6653438,820329.38,3337248,.85255879,,,,,,
2169,108,2010,341300,宿州市,5.1166377,6.1739526,9.3861217,3353,340000,Anhui (province),6.2449112,5.1595187,9.4451971,6.5359144,7,5,,3,3,,.92921895,.93513787,1.1515394,9.1496296,733092.94,5827731.5,.74751329,2.6300001,35.419998,61.950001,.039999999,97.370003,-.029999999,4.5917883,6.6963739,9.9531822,3443.8333,6.754005,4.631402,9.9982615,6.9110441,6.5925603,841447.19,3315705,.85872495,,,,,,
2170,108,2011,341300,宿州市,5.1787758,6.2907805,9.4939737,3724,340000,Anhui (province),6.4316559,5.2565966,9.6216097,6.700767,7,5,,3,3,,.9313367,.93797165,1.149322,9.1461458,729606,5864670,.76405829,2.24,39.52,58.240002,-.38999999,97.760002,.38999999,4.654541,6.8064089,10.053889,3814.8333,6.9479008,4.7319131,10.181997,7.0930862,6.5617037,842940,3334284.8,.86833835,,,,,,
2171,108,2012,341300,宿州市,5.2378492,6.4017568,9.5965643,4095,340000,Anhui (province),6.5288029,5.3408685,9.711607,6.7948914,7,5,,3,3,,.93337297,.94064647,1.1472657,9.1462889,697354.5,5416305,.76637131,2.01,38.919998,59.07,-.23,97.989998,.23,4.7142692,6.9113612,10.150126,4185.8335,7.0444345,4.821053,10.269372,7.1892715,6.5193906,928120.69,3225310.5,.86868912,,,,,,
2172,108,2013,341300,宿州市,5.2937379,6.5067592,9.6937523,4466,340000,Anhui (province),6.6770225,5.3753061,9.8585634,6.9176636,7,5,,3,3,,.93531638,.94315708,1.1453729,9.1458254,726831.19,5441061.5,.78612369,1.5,44.970001,53.529999,-.50999999,98.5,.50999999,4.7708154,7.0110931,10.241775,4556.8335,7.1518106,4.869143,10.37046,7.2839313,6.5340762,954607.69,3239378,.87916237,,,,,,
2173,108,2014,341300,宿州市,5.3465791,6.6059823,9.7856846,4837,340000,Anhui (province),6.7313161,5.419291,9.9151525,6.9697614,7,5,,3,3,,.93715358,.94549447,1.1436346,9.1450949,734792.69,5465247.5,.78785181,.91000003,44.720001,54.369999,-.58999997,99.089996,.58999997,4.8242884,7.1057968,10.329015,4927.8335,7.2027793,4.8865018,10.42343,7.3311996,6.5588636,961590.38,3254371.5,.88227648,,,,,,
